time,datapoint,units
1,-10.8,mm
2,-1.8861272579991049,mm
3,3.3281540322718897,mm
4,7.027745484001791,mm
5,9.897371553902527,mm
6,12.242026774272784,mm
7,14.224404516851326,mm
8,15.941618226002685,mm
9,17.45630806454378,mm
10,18.81124429590343,mm
11,20.036933208187044,mm
12,21.15589951627368,mm
13,22.185248736955362,mm
14,23.138277258852224,mm
15,24.02552558617442,mm
16,24.855490968003583,mm
17,25.63512360456294,mm
18,26.37018080654467,mm
19,27.06548527208042,mm
20,27.725117037904322,mm
21,28.35255854912322,mm
22,28.950805950187945,mm
23,29.522455616848863,mm
24,30.06977225827458,mm
25,30.594743107805055,mm
26,31.09912147895626,mm
27,31.584462096815667,mm
28,32.05215000085312,mm
29,32.50342437362606,mm
30,32.939398328175315,mm
31,33.36107544967898,mm
32,33.769363710004484,mm
33,34.16508724045893,mm
34,34.54899634656384,mm
35,34.92177607075385,mm
36,35.28405354854557,mm
37,35.63640435660473,mm
38,35.97935801408131,mm
39,36.31340276922725,mm
40,36.638989779905216,mm
41,36.95653677781739,mm
42,37.26643129112412,mm
43,37.56903348781921,mm
44,37.86467869218883,mm
45,38.153679618446304,mm
46,38.436328358849764,mm
47,38.71289815799135,mm
48,38.98364500027547,mm
49,39.248809033702656,mm
50,39.50861584980595,mm
51,39.76327763683483,mm
52,40.012994220957154,mm
53,40.25795400828028,mm
54,40.49833483881656,mm
55,40.73430476208958,mm
56,40.96602274285402,mm
57,41.19363930435232,mm
58,41.41729711562695,mm
59,41.63713152862755,mm
60,41.853271070176206,mm
61,42.06583789326878,mm
62,42.27494819167988,mm
63,42.48071258139511,mm
64,42.683236452005374,mm
65,42.882620290857886,mm
66,43.07895998245982,mm
67,43.27234708536781,mm
68,43.46286908856473,mm
69,43.65060964912075,mm
70,43.835648812754755,mm
71,44.01806321875131,mm
72,44.19792629054646,mm
73,44.3753084131683,mm
74,44.55027709860562,mm
75,44.72289714007694,mm
76,44.89323075608222,mm
77,45.06133772503837,mm
78,45.22727551122814,mm
79,45.3910993827259,mm
80,45.55286252190611,mm
81,45.712616129087564,mm
82,45.870409519818296,mm
83,46.02629021626426,mm
84,46.18030403312501,mm
85,46.33249515846546,mm
86,46.4829062298201,mm
87,46.63157840589794,mm
88,46.77855143418974,mm
89,46.92386371475531,mm
90,47.06755236044721,mm
91,47.20965325380668,mm
92,47.350201100850654,mm
93,47.48922948195087,mm
94,47.62677089999225,mm
95,47.76285682598295,mm
96,47.897517742276364,mm
97,48.030783183553496,mm
98,48.16268177570356,mm
99,48.293241272730825,mm
100,48.422488591806854,mm
