time,datapoint,units
1,9.1,mm
2,14.78380688059155,mm
3,18.1086207670785,mm
4,20.467613761183102,mm
5,22.297390881959622,mm
6,23.79242764767005,mm
7,25.05646322225357,mm
8,26.15142064177465,mm
9,27.117241534156996,mm
10,27.981197762551176,mm
11,28.76274123694664,mm
12,29.4762345282616,mm
13,30.1325847311846,mm
14,30.740270102845116,mm
15,31.30601164903812,mm
16,31.835227522366203,mm
17,32.33234942126097,mm
18,32.80104841474855,mm
19,33.24439962916481,mm
20,33.66500464314272,mm
21,34.06508398933207,mm
22,34.44654811753819,mm
23,34.811052570619026,mm
24,35.160041408853154,mm
25,35.49478176391924,mm
26,35.81639161177615,mm
27,36.12586230123549,mm
28,36.42407698343667,mm
29,36.711825805889085,mm
30,36.98981852962967,mm
31,37.258695076778196,mm
32,37.51903440295776,mm
33,37.771362004025136,mm
34,38.01615630185252,mm
35,38.25385410421319,mm
36,38.4848552953401,mm
37,38.709526883682635,mm
38,38.92820650975636,mm
39,39.1412054982631,mm
40,39.34881152373428,mm
41,39.55129094697532,mm
42,39.74889086992362,mm
43,39.94184094868721,mm
44,40.13035499812974,mm
45,40.314632416116616,mm
46,40.49485945121058,mm
47,40.671210334022476,mm
48,40.84384828944471,mm
49,41.01292644450714,mm
50,41.178588644510796,mm
51,41.34097018833947,mm
52,41.5001984923677,mm
53,41.6563936911274,mm
54,41.80966918182705,mm
55,41.96013211890626,mm
56,42.107883864028224,mm
57,42.25302039624331,mm
58,42.39563268648064,mm
59,42.5358070400269,mm
60,42.67362541022122,mm
61,42.80916568622115,mm
62,42.94250195736975,mm
63,43.073704756410564,mm
64,43.202841283549304,mm
65,43.32997561314422,mm
66,43.45516888461668,mm
67,43.57847947900592,mm
68,43.69996318244407,mm
69,43.81967333769753,mm
70,43.937660984804744,mm
71,44.053974991738784,mm
72,44.16866217593165,mm
73,44.2817674174168,mm
74,44.393333764274196,mm
75,44.50340253099774,mm
76,44.61201339034791,mm
77,44.719204459200206,mm
78,44.82501237885465,mm
79,44.92947239022958,mm
80,45.032618404325824,mm
81,45.134483068314,mm
82,45.235097827566875,mm
83,45.3344929839321,mm
84,45.43269775051517,mm
85,45.52974030322059,mm
86,45.62564782927876,mm
87,45.72044657296758,mm
88,45.81416187872129,mm
89,45.90681823180354,mm
90,45.99843929670817,mm
91,46.08904795343817,mm
92,46.17866633180213,mm
93,46.2673158438567,mm
94,46.35501721461403,mm
95,46.44179051112443,mm
96,46.527655170036255,mm
97,46.61263002372774,mm
98,46.69673332509869,mm
99,46.77998277110363,mm
100,46.86239552510235,mm
